4001.65608,0.22938
3999.72758,0.22969
3997.79907,0.22999
3995.87056,0.23026
3993.94205,0.23054
3992.01354,0.23083
3990.08503,0.23111
3988.15652,0.23137
3986.22801,0.23159
3984.29950,0.23177
3982.37100,0.23200
3980.44249,0.23228
3978.51398,0.23252
3976.58547,0.23273
3974.65696,0.23294
3972.72845,0.23315
3970.79994,0.23337
3968.87143,0.23358
3966.94292,0.23378
3965.01441,0.23394
3963.08591,0.23406
3961.15740,0.23421
3959.22889,0.23441
3957.30038,0.23461
3955.37187,0.23475
3953.44336,0.23486
3951.51485,0.23496
3949.58634,0.23509
3947.65783,0.23525
3945.72932,0.23542
3943.80082,0.23558
3941.87231,0.23581
3939.94380,0.23614
3938.01529,0.23641
3936.08678,0.23655
3934.15827,0.23659
3932.22976,0.23666
3930.30125,0.23688
3928.37274,0.23717
3926.44424,0.23739
3924.51573,0.23756
3922.58722,0.23778
3920.65871,0.23795
3918.73020,0.23802
3916.80169,0.23823
3914.87318,0.23866
3912.94467,0.23909
3911.01616,0.23938
3909.08765,0.23954
3907.15915,0.23949
3905.23064,0.23921
3903.30213,0.23899
3901.37362,0.23913
3899.44511,0.23961
3897.51660,0.24032
3895.58809,0.24091
3893.65958,0.24104
3891.73107,0.24095
3889.80257,0.24115
3887.87406,0.24133
3885.94555,0.24129
3884.01704,0.24155
3882.08853,0.24203
3880.16002,0.24242
3878.23151,0.24288
3876.30300,0.24321
3874.37449,0.24326
3872.44598,0.24309
3870.51748,0.24290
3868.58897,0.24317
3866.66046,0.24374
3864.73195,0.24414
3862.80344,0.24461
3860.87493,0.24525
3858.94642,0.24566
3857.01791,0.24521
3855.08940,0.24376
3853.16089,0.24310
3851.23239,0.24466
3849.30388,0.24670
3847.37537,0.24775
3845.44686,0.24805
3843.51835,0.24818
3841.58984,0.24820
3839.66133,0.24790
3837.73282,0.24774
3835.80431,0.24843
3833.87581,0.24951
3831.94730,0.25037
3830.01879,0.25106
3828.09028,0.25163
3826.16177,0.25206
3824.23326,0.25220
3822.30475,0.25203
3820.37624,0.25217
3818.44773,0.25269
3816.51922,0.25313
3814.59072,0.25398
3812.66221,0.25530
3810.73370,0.25620
3808.80519,0.25640
3806.87668,0.25654
3804.94817,0.25702
3803.01966,0.25734
3801.09115,0.25773
3799.16264,0.25880
3797.23414,0.26002
3795.30563,0.26106
3793.37712,0.26208
3791.44861,0.26299
3789.52010,0.26382
3787.59159,0.26468
3785.66308,0.26559
3783.73457,0.26652
3781.80606,0.26737
3779.87755,0.26822
3777.94905,0.26938
3776.02054,0.27083
3774.09203,0.27219
3772.16352,0.27327
3770.23501,0.27439
3768.30650,0.27586
3766.37799,0.27756
3764.44948,0.27929
3762.52097,0.28098
3760.59247,0.28259
3758.66396,0.28431
3756.73545,0.28619
3754.80694,0.28776
3752.87843,0.28889
3750.94992,0.29045
3749.02141,0.29317
3747.09290,0.29598
3745.16439,0.29846
3743.23588,0.30200
3741.30738,0.30636
3739.37887,0.31000
3737.45036,0.31313
3735.52185,0.31692
3733.59334,0.32189
3731.66483,0.32788
3729.73632,0.33450
3727.80781,0.34146
3725.87930,0.34908
3723.95079,0.35768
3722.02229,0.36731
3720.09378,0.37802
3718.16527,0.38968
3716.23676,0.40174
3714.30825,0.41368
3712.37974,0.42615
3710.45123,0.43994
3708.52272,0.45464
3706.59421,0.46972
3704.66571,0.48489
3702.73720,0.49996
3700.80869,0.51472
3698.88018,0.52846
3696.95167,0.54077
3695.02316,0.55204
3693.09465,0.56251
3691.16614,0.57235
3689.23763,0.58277
3687.30912,0.59482
3685.38062,0.60732
3683.45211,0.61893
3681.52360,0.62999
3679.59509,0.64086
3677.66658,0.65178
3675.73807,0.66357
3673.80956,0.67510
3671.88105,0.68456
3669.95254,0.69322
3668.02404,0.70266
3666.09553,0.71252
3664.16702,0.72269
3662.23851,0.73308
3660.31000,0.74273
3658.38149,0.75126
3656.45298,0.75925
3654.52447,0.76708
3652.59596,0.77414
3650.66745,0.78073
3648.73895,0.78816
3646.81044,0.79644
3644.88193,0.80439
3642.95342,0.81119
3641.02491,0.81700
3639.09640,0.82233
3637.16789,0.82744
3635.23938,0.83235
3633.31087,0.83688
3631.38236,0.84071
3629.45386,0.84419
3627.52535,0.84841
3625.59684,0.85282
3623.66833,0.85614
3621.73982,0.85827
3619.81131,0.85945
3617.88280,0.85992
3615.95429,0.85998
3614.02578,0.85996
3612.09728,0.85991
3610.16877,0.85982
3608.24026,0.86002
3606.31175,0.86069
3604.38324,0.86150
3602.45473,0.86215
3600.52622,0.86275
3598.59771,0.86343
3596.66920,0.86427
3594.74069,0.86523
3592.81219,0.86625
3590.88368,0.86727
3588.95517,0.86814
3587.02666,0.86925
3585.09815,0.87115
3583.16964,0.87347
3581.24113,0.87557
3579.31262,0.87744
3577.38411,0.87923
3575.45561,0.88094
3573.52710,0.88265
3571.59859,0.88429
3569.67008,0.88575
3567.74157,0.88730
3565.81306,0.88916
3563.88455,0.89098
3561.95604,0.89249
3560.02753,0.89385
3558.09902,0.89512
3556.17052,0.89616
3554.24201,0.89699
3552.31350,0.89777
3550.38499,0.89854
3548.45648,0.89899
3546.52797,0.89916
3544.59946,0.89962
3542.67095,0.90049
3540.74244,0.90120
3538.81394,0.90147
3536.88543,0.90159
3534.95692,0.90207
3533.02841,0.90271
3531.09990,0.90297
3529.17139,0.90292
3527.24288,0.90293
3525.31437,0.90312
3523.38586,0.90349
3521.45735,0.90399
3519.52885,0.90447
3517.60034,0.90484
3515.67183,0.90501
3513.74332,0.90516
3511.81481,0.90566
3509.88630,0.90642
3507.95779,0.90711
3506.02928,0.90755
3504.10077,0.90775
3502.17226,0.90813
3500.24376,0.90899
3498.31525,0.90998
3496.38674,0.91080
3494.45823,0.91163
3492.52972,0.91258
3490.60121,0.91342
3488.67270,0.91418
3486.74419,0.91508
3484.81568,0.91602
3482.88718,0.91671
3480.95867,0.91723
3479.03016,0.91789
3477.10165,0.91881
3475.17314,0.91977
3473.24463,0.92052
3471.31612,0.92091
3469.38761,0.92126
3467.45910,0.92212
3465.53059,0.92344
3463.60209,0.92478
3461.67358,0.92596
3459.74507,0.92708
3457.81656,0.92819
3455.88805,0.92921
3453.95954,0.93012
3452.03103,0.93100
3450.10252,0.93197
3448.17401,0.93306
3446.24551,0.93413
3444.31700,0.93514
3442.38849,0.93615
3440.45998,0.93710
3438.53147,0.93776
3436.60296,0.93825
3434.67445,0.93904
3432.74594,0.94016
3430.81743,0.94112
3428.88892,0.94203
3426.96042,0.94319
3425.03191,0.94437
3423.10340,0.94529
3421.17489,0.94593
3419.24638,0.94645
3417.31787,0.94702
3415.38936,0.94749
3413.46085,0.94772
3411.53234,0.94791
3409.60383,0.94817
3407.67533,0.94840
3405.74682,0.94851
3403.81831,0.94821
3401.88980,0.94746
3399.96129,0.94697
3398.03278,0.94712
3396.10427,0.94732
3394.17576,0.94704
3392.24725,0.94647
3390.31875,0.94616
3388.39024,0.94618
3386.46173,0.94615
3384.53322,0.94588
3382.60471,0.94537
3380.67620,0.94476
3378.74769,0.94422
3376.81918,0.94366
3374.89067,0.94295
3372.96216,0.94199
3371.03366,0.94063
3369.10515,0.93932
3367.17664,0.93861
3365.24813,0.93833
3363.31962,0.93789
3361.39111,0.93707
3359.46260,0.93619
3357.53409,0.93544
3355.60558,0.93467
3353.67708,0.93357
3351.74857,0.93218
3349.82006,0.93112
3347.89155,0.93051
3345.96304,0.92978
3344.03453,0.92881
3342.10602,0.92781
3340.17751,0.92671
3338.24900,0.92570
3336.32049,0.92501
3334.39199,0.92437
3332.46348,0.92356
3330.53497,0.92272
3328.60646,0.92176
3326.67795,0.92049
3324.74944,0.91926
3322.82093,0.91838
